Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-01,07:35:00,4332,228,236960,18400,0,0,17e3
2007-02-01,07:36:00,3904,108,236510,16400,0,0,17e3
2007-02-01,07:37:00,3766,110,237170,15800,0,0,17e3
2007-02-01,07:38:00,5268,102,236550,23400,0,0,17e3
2007-02-01,07:39:00,7482,0,233620,32e3,0,0,17e3
2007-02-01,07:40:00,5024,0,236410,21600,0,0,17e3
2007-02-01,07:41:00,3592,0,237720,15e3,0,0,18e3
2007-02-01,07:42:00,4684,0,236480,19800,0,0,17e3
2007-02-01,07:43:00,4764,0,236330,2e4,0,0,17e3
2007-02-01,07:44:00,3552,0,237910,14800,0,0,17e3
2007-02-01,07:45:00,3466,0,236380,14600,0,0,17e3
2007-02-01,07:46:00,3286,0,237140,13800,0,0,18e3
2007-02-01,07:47:00,3200,0,236820,13400,0,0,17e3
2007-02-01,07:48:00,3196,0,236650,13400,0,0,17e3
2007-02-01,07:49:00,3332,0,236210,14e3,0,0,17e3
2007-02-01,07:50:00,3406,166,236640,14400,0,0,17e3
2007-02-01,07:51:00,3184,154,236560,13400,0,0,17e3
2007-02-01,07:52:00,2960,146,236300,12400,0,0,18e3
2007-02-01,07:53:00,2874,86,236540,12e3,0,0,17e3
2007-02-01,07:54:00,2580,0,236750,10800,0,0,17e3
2007-02-01,07:55:00,2566,0,236460,10800,0,0,17e3
2007-02-01,07:56:00,2546,0,235460,10800,0,0,17e3
2007-02-01,07:57:00,2634,46,236310,11e3,0,0,17e3
2007-02-01,07:58:00,2678,102,236800,11200,0,0,17e3
2007-02-01,07:59:00,2686,100,236510,11200,0,0,18e3
2007-02-01,08:00:00,2832,220,235970,12e3,0,0,17e3
2007-02-01,08:01:00,2744,194,235220,11600,0,0,17e3
2007-02-01,08:02:00,2728,196,235770,11600,0,0,17e3
2007-02-01,08:03:00,2708,192,234860,11400,0,0,17e3
2007-02-01,08:04:00,2694,190,234290,11400,0,0,16e3
2007-02-01,08:05:00,2788,186,233780,11800,0,0,17e3
2007-02-01,08:06:00,2812,188,234290,12e3,0,0,17e3
2007-02-01,08:07:00,2820,200,234310,12e3,0,0,17e3
2007-02-01,08:08:00,2886,214,233840,12400,0,0,17e3
2007-02-01,08:09:00,4116,194,233050,17600,2e3,0,16e3
2007-02-01,08:10:00,2878,200,234550,12200,1e3,0,17e3
2007-02-01,08:11:00,2860,196,233910,12200,1e3,0,17e3
2007-02-01,08:12:00,2766,198,234080,11800,1e3,0,17e3
2007-02-01,08:13:00,2660,170,234310,11400,2e3,0,17e3
2007-02-01,08:14:00,2516,0,235010,10600,1e3,0,17e3
2007-02-01,08:15:00,2698,174,235510,11400,1e3,0,17e3
2007-02-01,08:16:00,2990,186,237830,12600,1e3,0,17e3
2007-02-01,08:17:00,2632,80,238630,11e3,1e3,0,17e3
2007-02-01,08:18:00,2664,0,238590,11e3,2e3,0,18e3
2007-02-01,08:19:00,2712,0,238060,11400,1e3,0,17e3
2007-02-01,08:20:00,2702,0,238420,11200,1e3,0,18e3
2007-02-01,08:21:00,2906,0,238670,12200,1e3,0,17e3
2007-02-01,08:22:00,3246,0,238010,13800,2e3,0,18e3
2007-02-01,08:23:00,2774,0,237860,11600,1e3,0,17e3
2007-02-01,08:24:00,2768,0,237860,11600,1e3,0,17e3
2007-02-01,08:25:00,2774,0,238230,11600,1e3,0,18e3
2007-02-01,08:26:00,2750,0,237470,11600,1e3,0,17e3
2007-02-01,08:27:00,2744,0,238130,11400,1e3,0,17e3
2007-02-01,08:28:00,2764,0,237450,11600,1e3,0,18e3
2007-02-01,08:29:00,4348,0,236190,18800,27e3,0,17e3
2007-02-01,08:30:00,4982,0,236120,21e3,38e3,0,17e3
2007-02-01,08:31:00,4966,0,235880,21e3,37e3,0,17e3
2007-02-01,08:32:00,5020,0,235420,21200,37e3,0,17e3
2007-02-01,08:33:00,4978,0,235490,21e3,38e3,0,17e3
2007-02-01,08:34:00,4866,0,234550,20600,37e3,0,17e3
2007-02-01,08:35:00,4840,0,235380,20400,37e3,0,17e3
2007-02-01,08:36:00,4888,0,236070,20600,37e3,0,17e3
2007-02-01,08:37:00,5176,0,234840,22e3,37e3,0,17e3
2007-02-01,08:38:00,4506,0,234930,19e3,37e3,0,17e3
2007-02-01,08:39:00,4608,48,235e3,19600,37e3,0,17e3
2007-02-01,08:40:00,4718,88,234170,2e4,37e3,0,16e3
2007-02-01,08:41:00,4700,86,233910,2e4,37e3,0,17e3
2007-02-01,08:42:00,4672,90,235150,19800,37e3,0,17e3
2007-02-01,08:43:00,2620,110,237550,11e3,2e3,0,17e3
2007-02-01,08:44:00,2588,182,237120,11e3,1e3,0,18e3
2007-02-01,08:45:00,2758,420,236480,11800,1e3,1e3,17e3
2007-02-01,08:46:00,2904,408,237010,12200,2e3,1e3,17e3
2007-02-01,08:47:00,2906,400,236940,12200,1e3,1e3,17e3
2007-02-01,08:48:00,2980,482,236670,12600,1e3,2e3,18e3
2007-02-01,08:49:00,2984,500,237e3,12600,1e3,1e3,17e3
2007-02-01,08:50:00,2968,494,236340,12600,1e3,1e3,17e3
2007-02-01,08:51:00,2956,488,235650,12600,2e3,2e3,17e3
2007-02-01,08:52:00,2960,490,235710,12600,1e3,1e3,17e3
2007-02-01,08:53:00,2962,492,235820,12600,1e3,2e3,17e3
2007-02-01,08:54:00,2898,464,235850,12400,1e3,1e3,17e3
2007-02-01,08:55:00,3248,190,235920,14e3,1e3,1e3,17e3
2007-02-01,08:56:00,2746,194,236250,11600,2e3,2e3,17e3
2007-02-01,08:57:00,2744,192,236130,11600,1e3,1e3,17e3
2007-02-01,08:58:00,2754,196,236760,11600,1e3,1e3,18e3
2007-02-01,08:59:00,2664,176,236910,11200,1e3,2e3,17e3
2007-02-01,09:00:00,3260,136,236020,14e3,1e3,1e3,17e3
2007-02-01,09:01:00,2402,104,237230,1e4,2e3,1e3,17e3
2007-02-01,09:02:00,2406,106,237480,1e4,1e3,2e3,17e3
2007-02-01,09:03:00,2410,108,237820,1e4,1e3,1e3,18e3
2007-02-01,09:04:00,2164,106,237980,9200,1e3,1e3,17e3
2007-02-01,09:05:00,1906,104,238350,8e3,1e3,1e3,18e3
2007-02-01,09:06:00,1898,102,237720,8e3,2e3,2e3,17e3
2007-02-01,09:07:00,1904,104,237890,8e3,1e3,1e3,17e3
2007-02-01,09:08:00,1908,104,238190,8e3,1e3,1e3,18e3
2007-02-01,09:09:00,1902,104,237850,8e3,1e3,1e3,17e3
2007-02-01,09:10:00,1904,104,237880,8e3,1e3,1e3,17e3
2007-02-01,09:11:00,1896,102,237500,8e3,2e3,2e3,18e3
2007-02-01,09:12:00,1900,102,237700,8e3,1e3,1e3,17e3
2007-02-01,09:13:00,1850,0,237380,7800,1e3,0,17e3
2007-02-01,09:14:00,1840,0,238280,7600,1e3,0,18e3
2007-02-01,09:15:00,1830,0,237770,7600,1e3,0,17e3
2007-02-01,09:16:00,1830,0,237680,7600,2e3,0,17e3
2007-02-01,09:17:00,1810,0,237450,7600,1e3,0,18e3
2007-02-01,09:18:00,1658,0,237340,7e3,1e3,0,17e3
2007-02-01,09:19:00,1654,0,237280,6800,1e3,0,17e3
2007-02-01,09:20:00,1722,56,236790,7200,2e3,0,17e3
2007-02-01,09:21:00,1760,114,237170,7400,1e3,0,18e3
2007-02-01,09:22:00,1768,116,237310,7400,1e3,0,17e3
2007-02-01,09:23:00,1766,116,237300,7400,1e3,0,17e3
2007-02-01,09:24:00,1842,118,237740,7800,1e3,0,17e3
2007-02-01,09:25:00,1678,128,237890,7e3,2e3,0,18e3
2007-02-01,09:26:00,1444,120,237600,6e3,1e3,0,17e3
2007-02-01,09:27:00,1444,122,237920,6e3,1e3,0,17e3
2007-02-01,09:28:00,1448,124,238270,6e3,1e3,0,18e3
2007-02-01,09:29:00,1444,122,238100,6e3,2e3,0,17e3
2007-02-01,09:30:00,1448,124,238540,6e3,1e3,0,18e3
2007-02-01,09:31:00,1444,126,238710,6e3,1e3,0,17e3
2007-02-01,09:32:00,1434,122,238060,6e3,1e3,0,18e3
2007-02-01,09:33:00,1518,216,237850,6400,1e3,0,17e3
2007-02-01,09:34:00,1490,256,237550,6200,1e3,0,17e3
2007-02-01,09:35:00,1474,248,237380,6200,1e3,0,17e3
2007-02-01,09:36:00,1458,246,237490,6200,1e3,0,18e3
2007-02-01,09:37:00,1518,234,237460,6400,1e3,0,17e3
2007-02-01,09:38:00,1444,116,238820,6e3,1e3,0,18e3
2007-02-01,09:39:00,1430,98,238510,6e3,2e3,0,17e3
2007-02-01,09:40:00,1418,94,238160,5800,1e3,0,17e3
2007-02-01,09:41:00,1420,94,238160,5800,1e3,0,18e3
2007-02-01,09:42:00,1416,94,238100,5800,1e3,0,17e3
2007-02-01,09:43:00,1406,92,237500,5800,1e3,0,17e3
2007-02-01,09:44:00,1384,104,237390,5800,1e3,0,18e3
2007-02-01,09:45:00,1348,76,238030,5600,1e3,0,17e3
2007-02-01,09:46:00,1300,0,238160,5400,1e3,0,17e3
2007-02-01,09:47:00,1332,0,238270,5600,1e3,0,18e3
2007-02-01,09:48:00,2402,0,236870,11e3,17e3,0,17e3
2007-02-01,09:49:00,3496,0,235980,14800,37e3,0,17e3
2007-02-01,09:50:00,3492,0,235930,14800,37e3,0,17e3
2007-02-01,09:51:00,3502,0,236290,14800,38e3,0,17e3
2007-02-01,09:52:00,3494,0,235840,14800,37e3,0,17e3
2007-02-01,09:53:00,3486,0,235610,14800,37e3,0,17e3
2007-02-01,09:54:00,3492,0,236e3,14800,37e3,0,18e3
2007-02-01,09:55:00,3504,0,236530,14800,37e3,0,17e3
2007-02-01,09:56:00,3518,0,237180,14800,38e3,0,17e3
2007-02-01,09:57:00,3520,0,236980,14800,38e3,0,17e3
2007-02-01,09:58:00,3510,0,236810,14800,37e3,0,17e3
2007-02-01,09:59:00,3502,0,236860,14600,37e3,0,18e3
2007-02-01,10:00:00,3520,0,237370,14800,38e3,0,17e3
2007-02-01,10:01:00,3508,0,237140,14800,37e3,0,17e3
2007-02-01,10:02:00,3500,0,236930,14600,37e3,0,17e3
2007-02-01,10:03:00,2368,114,237160,11e3,19e3,0,17e3
2007-02-01,10:04:00,1376,112,237750,5800,0,0,18e3
2007-02-01,10:05:00,1380,116,238340,5800,0,0,17e3
2007-02-01,10:06:00,1378,120,237810,5800,0,0,18e3
2007-02-01,10:07:00,1394,148,237150,5800,0,0,17e3
2007-02-01,10:08:00,1372,116,236940,5800,1e3,0,17e3
2007-02-01,10:09:00,1358,108,236760,5600,0,0,17e3
2007-02-01,10:10:00,1356,110,236830,5600,0,0,17e3
2007-02-01,10:11:00,1348,106,236060,5600,0,0,17e3
2007-02-01,10:12:00,1352,108,236580,5600,0,0,18e3
2007-02-01,10:13:00,1348,106,236210,5600,0,0,17e3
2007-02-01,10:14:00,1362,112,237570,5600,0,0,17e3
2007-02-01,10:15:00,1358,110,237390,5600,0,0,17e3
2007-02-01,10:16:00,1362,112,237720,5600,0,0,18e3
2007-02-01,10:17:00,1368,116,238370,5600,0,0,17e3
2007-02-01,10:18:00,1344,74,238780,5600,0,0,18e3
2007-02-01,10:19:00,1282,0,238900,5200,0,0,17e3
2007-02-01,10:20:00,1322,0,239140,5400,0,0,18e3
2007-02-01,10:21:00,1360,90,239100,5600,0,0,17e3
2007-02-01,10:22:00,1348,86,238030,5600,0,0,17e3
2007-02-01,10:23:00,1352,86,238230,5600,0,0,18e3
2007-02-01,10:24:00,1356,88,238800,5600,0,0,17e3
2007-02-01,10:25:00,1356,88,238890,5600,0,0,18e3
2007-02-01,10:26:00,1352,88,238550,5600,0,0,17e3
2007-02-01,10:27:00,1356,90,239250,5600,0,0,18e3
2007-02-01,10:28:00,1352,88,238810,5600,0,0,17e3
2007-02-01,10:29:00,1344,86,238300,5600,0,0,18e3
2007-02-01,10:30:00,1344,86,238250,5600,0,0,17e3
2007-02-01,10:31:00,1342,86,238250,5600,0,0,17e3
2007-02-01,10:32:00,1288,0,238140,5400,0,0,18e3
2007-02-01,10:33:00,1266,0,237400,5200,0,0,17e3
2007-02-01,10:34:00,1262,0,237050,5200,0,0,17e3
2007-02-01,10:35:00,1276,0,238340,5200,0,0,18e3
2007-02-01,10:36:00,1278,0,238570,5200,0,0,17e3
2007-02-01,10:37:00,1286,0,238520,5400,0,0,18e3
2007-02-01,10:38:00,1310,0,238690,5400,0,0,17e3
2007-02-01,10:39:00,1280,0,238660,5200,0,0,18e3
2007-02-01,10:40:00,1286,0,239260,5400,0,0,17e3
2007-02-01,10:41:00,1284,0,239180,5400,0,0,18e3
2007-02-01,10:42:00,1290,0,239650,5400,0,0,17e3
2007-02-01,10:43:00,1302,0,239110,5400,0,0,18e3
2007-02-01,10:44:00,1392,118,239060,5800,0,0,17e3
2007-02-01,10:45:00,1400,122,239870,5800,0,0,18e3
2007-02-01,10:46:00,1394,122,239690,5800,0,0,17e3
2007-02-01,10:47:00,1400,124,240310,5800,0,0,18e3
2007-02-01,10:48:00,1402,126,240650,5800,0,0,18e3
2007-02-01,10:49:00,1406,128,241270,5800,0,0,18e3
2007-02-01,10:50:00,1406,130,241420,5800,0,0,18e3
2007-02-01,10:51:00,1400,128,240880,5800,0,0,17e3
2007-02-01,10:52:00,1410,128,241100,5800,0,0,18e3
2007-02-01,10:53:00,1406,128,241e3,5800,0,0,18e3
2007-02-01,10:54:00,1396,124,240190,5800,0,0,18e3
2007-02-01,10:55:00,1386,122,239640,5800,0,0,17e3
2007-02-01,10:56:00,1366,114,238130,5600,0,0,18e3
2007-02-01,10:57:00,1370,116,238560,5600,0,0,17e3
2007-02-01,10:58:00,1372,116,238760,5600,0,0,18e3
2007-02-01,10:59:00,1328,50,239180,5400,0,0,17e3
2007-02-01,11:00:00,1280,0,238740,5200,0,0,17e3
2007-02-01,11:01:00,1276,0,238440,5200,0,0,18e3
2007-02-01,11:02:00,1282,0,238950,5200,0,0,17e3
2007-02-01,11:03:00,1278,0,238520,5200,0,0,18e3
2007-02-01,11:04:00,1270,0,237860,5200,0,0,17e3
2007-02-01,11:05:00,1270,0,237690,5200,0,0,18e3
2007-02-01,11:06:00,1274,0,238160,5200,0,0,17e3
2007-02-01,11:07:00,1328,0,238370,5600,0,0,17e3
2007-02-01,11:08:00,1364,90,239e3,5600,0,0,18e3
2007-02-01,11:09:00,1366,90,239100,5600,0,0,17e3
2007-02-01,11:10:00,1362,90,238870,5600,0,0,18e3
2007-02-01,11:11:00,1364,90,239120,5600,0,0,17e3
2007-02-01,11:12:00,1364,90,239230,5600,0,0,18e3
2007-02-01,11:13:00,1360,90,238870,5600,0,0,17e3
2007-02-01,11:14:00,1354,88,238700,5600,0,0,18e3
2007-02-01,11:15:00,1430,198,237860,6e3,0,0,17e3
2007-02-01,11:16:00,1422,204,237830,6e3,0,2e3,17e3
2007-02-01,11:17:00,1418,204,237830,6e3,0,1e3,18e3
2007-02-01,11:18:00,1402,176,238130,5800,0,1e3,17e3
2007-02-01,11:19:00,1362,106,238750,5600,0,2e3,18e3
2007-02-01,11:20:00,1358,104,238350,5600,0,1e3,17e3
2007-02-01,11:21:00,1364,108,238950,5600,0,2e3,18e3
2007-02-01,11:22:00,1370,108,238830,5600,0,1e3,17e3
2007-02-01,11:23:00,1366,106,238400,5600,0,1e3,17e3
2007-02-01,11:24:00,1398,126,238990,5800,0,2e3,18e3
2007-02-01,11:25:00,1484,242,239320,6200,0,1e3,18e3
2007-02-01,11:26:00,1474,238,238870,6200,0,2e3,17e3
2007-02-01,11:27:00,1478,242,239490,6200,0,1e3,18e3
2007-02-01,11:28:00,1488,248,240610,6200,0,1e3,17e3
2007-02-01,11:29:00,1490,250,241020,6200,0,2e3,18e3
2007-02-01,11:30:00,1476,246,240240,6200,0,1e3,18e3
2007-02-01,11:31:00,1476,250,240920,6200,0,1e3,18e3
2007-02-01,11:32:00,1468,246,240320,6200,0,1e3,17e3
2007-02-01,11:33:00,1464,244,240030,6200,0,2e3,18e3
2007-02-01,11:34:00,1462,244,240010,6e3,0,1e3,18e3
2007-02-01,11:35:00,1458,244,239900,6e3,0,1e3,17e3
2007-02-01,11:36:00,1450,238,239080,6e3,0,1e3,18e3
2007-02-01,11:37:00,1452,238,238840,6e3,0,2e3,17e3
2007-02-01,11:38:00,1446,236,238420,6e3,0,1e3,18e3
2007-02-01,11:39:00,1440,232,237900,6e3,0,1e3,17e3
2007-02-01,11:40:00,1378,140,238370,5800,0,1e3,17e3
2007-02-01,11:41:00,1352,104,238420,5600,0,1e3,18e3
2007-02-01,11:42:00,1350,104,238110,5600,0,2e3,17e3
2007-02-01,11:43:00,1348,96,238530,5600,0,1e3,18e3
2007-02-01,11:44:00,1280,0,238170,5400,0,0,17e3
2007-02-01,11:45:00,1276,0,238430,5200,0,0,17e3
2007-02-01,11:46:00,1280,0,238850,5200,0,0,18e3
2007-02-01,11:47:00,1290,0,239860,5400,0,0,18e3
2007-02-01,11:48:00,1290,0,239750,5400,0,0,17e3
2007-02-01,11:49:00,1292,0,239880,5400,0,0,18e3
2007-02-01,11:50:00,1292,0,239920,5400,0,0,17e3
2007-02-01,11:51:00,1302,0,240820,5400,0,0,18e3
2007-02-01,11:52:00,1306,0,240540,5400,0,0,18e3
2007-02-01,11:53:00,1292,0,239260,5400,0,0,17e3
2007-02-01,11:54:00,1378,72,240710,5800,0,0,18e3
2007-02-01,11:55:00,1390,100,241460,5600,0,0,18e3
2007-02-01,11:56:00,1384,98,241060,5600,0,0,18e3
2007-02-01,11:57:00,1392,100,241620,5600,0,0,18e3
2007-02-01,11:58:00,1386,100,241650,5600,0,0,18e3
2007-02-01,11:59:00,1370,94,240380,5600,0,0,17e3
2007-02-01,12:00:00,1360,90,239570,5600,0,0,18e3
2007-02-01,12:01:00,1360,92,239840,5600,0,0,18e3
2007-02-01,12:02:00,1364,94,240160,5600,0,0,17e3
2007-02-01,12:03:00,1362,94,240030,5600,0,0,18e3
2007-02-01,12:04:00,1370,96,240870,5600,0,0,18e3
2007-02-01,12:05:00,1362,60,240890,5600,0,0,17e3
2007-02-01,12:06:00,1402,122,240030,5800,0,0,18e3
2007-02-01,12:07:00,1406,122,239960,5800,0,0,18e3
2007-02-01,12:08:00,1402,122,239850,5800,0,0,17e3
2007-02-01,12:09:00,1404,124,240330,5800,0,0,18e3
2007-02-01,12:10:00,1398,122,240040,5800,0,0,18e3
2007-02-01,12:11:00,1400,126,240820,5800,0,0,17e3
2007-02-01,12:12:00,1392,122,240140,5800,0,0,18e3
2007-02-01,12:13:00,1384,120,239510,5800,0,0,18e3
2007-02-01,12:14:00,1390,122,240310,5800,0,0,17e3
2007-02-01,12:15:00,1390,124,240320,5800,0,0,18e3
2007-02-01,12:16:00,1386,122,239930,5800,0,0,18e3
2007-02-01,12:17:00,1096,128,240770,5e3,0,0,13e3
2007-02-01,12:18:00,326,136,241030,1400,0,0,0
2007-02-01,12:19:00,326,136,241120,1400,0,0,0
2007-02-01,12:20:00,326,134,240620,1400,0,0,0
2007-02-01,12:21:00,262,46,240800,1200,0,0,0
2007-02-01,12:22:00,230,0,240130,1e3,0,0,0
2007-02-01,12:23:00,230,0,240020,1e3,0,0,0
2007-02-01,12:24:00,230,0,240290,1e3,0,0,0
2007-02-01,12:25:00,230,0,240120,1e3,0,0,0
2007-02-01,12:26:00,230,0,240440,1e3,0,0,0
2007-02-01,12:27:00,232,0,241370,1e3,0,0,0
2007-02-01,12:28:00,232,0,240880,1e3,0,0,0
2007-02-01,12:29:00,232,0,240690,1e3,0,0,0
2007-02-01,12:30:00,230,0,240530,1e3,0,0,0
2007-02-01,12:31:00,232,0,240860,1e3,0,0,0
2007-02-01,12:32:00,232,0,241090,1e3,0,0,0
2007-02-01,12:33:00,232,0,240890,1e3,0,0,0
2007-02-01,12:34:00,234,0,241730,1e3,0,0,0
2007-02-01,12:35:00,234,0,241730,1e3,0,0,0
2007-02-01,12:36:00,232,0,240810,1e3,0,0,0
2007-02-01,12:37:00,232,0,241280,1e3,0,0,0
2007-02-01,12:38:00,234,0,241360,1e3,0,0,0
2007-02-01,12:39:00,232,0,241290,1e3,0,0,0
2007-02-01,12:40:00,258,0,241520,1200,0,0,0
2007-02-01,12:41:00,310,110,241680,1400,0,0,0
2007-02-01,12:42:00,310,110,241810,1400,0,0,0
2007-02-01,12:43:00,312,114,242600,1400,0,0,0
2007-02-01,12:44:00,312,114,242790,1400,0,0,0
2007-02-01,12:45:00,310,110,241720,1400,0,0,0
2007-02-01,12:46:00,368,168,241220,1800,0,0,0
2007-02-01,12:47:00,416,238,240730,2e3,0,0,0
2007-02-01,12:48:00,408,236,240180,2e3,0,0,0
2007-02-01,12:49:00,408,240,240850,2e3,0,0,0
2007-02-01,12:50:00,408,246,241960,2e3,0,0,0
2007-02-01,12:51:00,404,242,241970,2e3,0,0,0
2007-02-01,12:52:00,334,140,241700,1400,0,0,0
2007-02-01,12:53:00,334,140,241460,1400,0,0,0
2007-02-01,12:54:00,332,140,241550,1400,0,0,0
2007-02-01,12:55:00,332,142,241690,1400,0,0,0
2007-02-01,12:56:00,330,138,241e3,1400,0,0,0
2007-02-01,12:57:00,330,140,241440,1400,0,0,0
2007-02-01,12:58:00,328,140,241430,1400,0,0,0
2007-02-01,12:59:00,330,144,241870,1400,0,0,0
2007-02-01,13:00:00,328,144,241750,1400,0,0,0
2007-02-01,13:01:00,328,142,241640,1400,0,0,0
2007-02-01,13:02:00,258,0,242020,1200,0,0,0
2007-02-01,13:03:00,234,0,241530,1e3,0,0,0
2007-02-01,13:04:00,232,0,241240,1e3,0,0,0
2007-02-01,13:05:00,234,0,241480,1e3,0,0,0
2007-02-01,13:06:00,232,0,240550,1e3,0,0,0
2007-02-01,13:07:00,232,0,240420,1e3,0,0,0
2007-02-01,13:08:00,230,0,239880,1e3,0,0,0
2007-02-01,13:09:00,230,0,239490,1e3,0,0,0
2007-02-01,13:10:00,228,0,238820,1e3,0,0,0
2007-02-01,13:11:00,228,0,238190,1e3,0,0,0
2007-02-01,13:12:00,228,0,238190,1e3,0,0,0
2007-02-01,13:13:00,228,0,238580,1e3,0,0,0
2007-02-01,13:14:00,228,0,238710,1e3,0,0,0
2007-02-01,13:15:00,228,0,238240,1e3,0,0,0
2007-02-01,13:16:00,228,0,238770,1e3,0,0,0
2007-02-01,13:17:00,230,0,239400,1e3,0,0,0
2007-02-01,13:18:00,230,0,239480,1e3,0,0,0
2007-02-01,13:19:00,230,0,239560,1e3,0,0,0
2007-02-01,13:20:00,230,0,239850,1e3,0,0,0
2007-02-01,13:21:00,232,0,240430,1e3,0,0,0
2007-02-01,13:22:00,240,0,240470,1e3,0,0,0
2007-02-01,13:23:00,238,0,240470,1e3,0,0,0
2007-02-01,13:24:00,238,0,240500,1e3,0,0,0
2007-02-01,13:25:00,238,0,240690,1e3,0,0,0
2007-02-01,13:26:00,238,0,240740,1e3,0,0,0
2007-02-01,13:27:00,312,68,241950,1600,0,0,0
2007-02-01,13:28:00,422,248,242060,2e3,0,0,0
2007-02-01,13:29:00,418,246,241720,2e3,0,0,0
2007-02-01,13:30:00,416,248,241880,2e3,0,0,0
2007-02-01,13:31:00,416,250,242270,2e3,0,0,0
2007-02-01,13:32:00,412,248,241790,2e3,0,0,0
2007-02-01,13:33:00,408,246,241450,2e3,0,0,0
2007-02-01,13:34:00,404,242,240960,2e3,0,0,0
2007-02-01,13:35:00,402,242,240980,2e3,0,0,0
2007-02-01,13:36:00,400,240,240730,1800,0,0,0
2007-02-01,13:37:00,406,238,240400,2e3,0,0,0
2007-02-01,13:38:00,396,228,240130,1800,0,0,0
2007-02-01,13:39:00,332,136,240300,1400,0,0,0
2007-02-01,13:40:00,330,132,239620,1400,0,0,0
2007-02-01,13:41:00,328,130,239110,1400,0,0,0
2007-02-01,13:42:00,328,128,238640,1400,0,0,0
2007-02-01,13:43:00,248,0,239750,1e3,0,0,0
2007-02-01,13:44:00,288,52,239770,1400,0,0,0
2007-02-01,13:45:00,316,122,239760,1400,0,1e3,0
2007-02-01,13:46:00,312,120,239610,1400,0,1e3,0
2007-02-01,13:47:00,312,120,239580,1400,0,1e3,0
2007-02-01,13:48:00,312,116,238770,1400,0,2e3,0
2007-02-01,13:49:00,312,116,238690,1400,0,1e3,0
2007-02-01,13:50:00,312,116,238730,1400,0,1e3,0
2007-02-01,13:51:00,314,118,239090,1400,0,2e3,0
2007-02-01,13:52:00,320,120,239440,1400,0,1e3,0
2007-02-01,13:53:00,320,120,239720,1400,0,2e3,0
2007-02-01,13:54:00,320,120,239770,1400,0,1e3,0
2007-02-01,13:55:00,318,120,239650,1400,0,1e3,0
2007-02-01,13:56:00,320,124,240600,1400,0,2e3,0
2007-02-01,13:57:00,318,122,240120,1400,0,1e3,0
2007-02-01,13:58:00,318,122,240090,1400,0,1e3,0
2007-02-01,13:59:00,316,122,239830,1400,0,2e3,0
2007-02-01,14:00:00,314,120,239700,1400,0,1e3,0
2007-02-01,14:01:00,310,124,240440,1400,0,1e3,0
2007-02-01,14:02:00,310,128,241630,1400,0,2e3,0
2007-02-01,14:03:00,310,130,242040,1400,0,1e3,0
2007-02-01,14:04:00,308,128,241560,1400,0,1e3,0
2007-02-01,14:05:00,308,126,241140,1400,0,1e3,0
2007-02-01,14:06:00,308,128,241560,1400,0,2e3,0
2007-02-01,14:07:00,314,130,241620,1400,0,1e3,0
2007-02-01,14:08:00,358,170,241940,1800,0,1e3,0
2007-02-01,14:09:00,424,268,242030,2e3,0,1e3,0
2007-02-01,14:10:00,420,268,242210,2e3,0,2e3,0
2007-02-01,14:11:00,416,264,241550,2e3,0,1e3,0
2007-02-01,14:12:00,412,258,240590,2e3,0,1e3,0
2007-02-01,14:13:00,390,224,240330,1800,0,1e3,0
2007-02-01,14:14:00,376,164,24e4,1800,0,0,0
2007-02-01,14:15:00,410,236,239900,2e3,0,0,0
2007-02-01,14:16:00,406,236,240210,2e3,0,0,0
2007-02-01,14:17:00,404,238,240610,2e3,0,0,0
2007-02-01,14:18:00,402,238,240420,2e3,0,0,0
2007-02-01,14:19:00,402,238,240410,1800,0,0,0
2007-02-01,14:20:00,400,240,240500,1800,0,0,0
2007-02-01,14:21:00,400,242,240660,1800,0,0,0
2007-02-01,14:22:00,404,240,240520,2e3,0,0,0
2007-02-01,14:23:00,402,242,240750,2e3,0,0,0
2007-02-01,14:24:00,328,136,240430,1400,0,0,0
2007-02-01,14:25:00,308,108,240810,1400,0,0,0
2007-02-01,14:26:00,250,0,241450,1e3,0,0,0
2007-02-01,14:27:00,240,0,242080,1e3,0,0,0
2007-02-01,14:28:00,236,0,241760,1e3,0,0,0
2007-02-01,14:29:00,232,0,241410,1e3,0,0,0
2007-02-01,14:30:00,232,0,241650,1e3,0,0,0
2007-02-01,14:31:00,232,0,241290,1e3,0,0,0
2007-02-01,14:32:00,232,0,241030,1e3,0,0,0
2007-02-01,14:33:00,232,0,241450,1e3,0,0,0
2007-02-01,14:34:00,232,0,241720,1e3,0,0,0
2007-02-01,14:35:00,232,0,241550,1e3,0,0,0
2007-02-01,14:36:00,232,0,240800,1e3,0,0,0
2007-02-01,14:37:00,240,0,241580,1e3,0,0,0
2007-02-01,14:38:00,240,0,241970,1e3,0,0,0
2007-02-01,14:39:00,240,0,242580,1e3,0,0,0
2007-02-01,14:40:00,236,0,243060,1e3,0,0,0
2007-02-01,14:41:00,236,0,243e3,1e3,0,0,0
2007-02-01,14:42:00,232,0,241550,1e3,0,0,0
2007-02-01,14:43:00,234,0,241810,1e3,0,0,0
2007-02-01,14:44:00,232,0,241320,1e3,0,0,0
2007-02-01,14:45:00,232,0,241170,1e3,0,0,0
2007-02-01,14:46:00,232,0,240750,1e3,0,0,0
